Posicao,Time,Rodada_atual,Vitorias,Empates,Derrotas,Saldo_gols,Pontuacao,Temporada,Ranking_cbf,Valor_time,Gols_marcados,Gols_sofridos,Taxa_gols,Aproveitamento
14,Coritiba FC,28,8,9,11,-6,33,2015,11036,15.85,21,27,0.778,0.39285714285714285
15,Avaí - SC,28,9,5,14,-16,32,2015,6364,9.65,29,45,0.644,0.38095238095238093
16,Goiás,28,8,7,13,0,31,2015,10525,7.25,27,27,1.0,0.36904761904761907
17,Chapecoense,28,8,7,13,-12,31,2015,5150,6.75,20,32,0.625,0.36904761904761907
18,Figueirense - SC,28,7,7,14,-17,28,2015,6898,12.15,25,42,0.595,0.3333333333333333
19,Vasco da Gama,28,7,5,16,-29,26,2015,12132,17.4,18,47,0.383,0.30952380952380953
20,Joinville - SC,28,5,9,14,-14,24,2015,4699,4.6,20,34,0.588,0.2857142857142857
1,Corinthians SP,29,18,7,4,26,61,2015,14680,52.85,50,24,2.083,0.7011494252873564
2,Atlético Mineiro,29,17,5,7,21,56,2015,13224,53.78,51,30,1.7,0.6436781609195402
3,Grêmio Porto Alegre,29,15,7,7,16,52,2015,13992,31.35,42,26,1.615,0.5977011494252874
4,Santos FC,29,13,7,9,14,46,2015,13530,20.03,49,35,1.4,0.5287356321839081
5,São Paulo FC,29,13,7,9,6,46,2015,12738,88.8,36,30,1.2,0.5287356321839081
6,Palmeiras,29,13,6,10,14,45,2015,11524,59.15,50,36,1.389,0.5172413793103449
7,Flamengo RJ,29,14,2,13,0,44,2015,14578,34.45,39,39,1.0,0.5057471264367817
8,Internacional,29,12,8,9,-2,44,2015,12628,55.5,30,32,0.938,0.5057471264367817
9,Ponte Preta,29,10,11,8,1,41,2015,7440,7.7,34,33,1.03,0.47126436781609193
10,Sport - PE,29,9,13,7,9,40,2015,6970,20.85,40,31,1.29,0.45977011494252873
11,Athletico Paranaense,29,11,5,13,-3,38,2015,12524,12.5,30,33,0.909,0.4367816091954023
12,Cruzeiro,29,10,7,12,1,37,2015,15328,58.65,29,28,1.036,0.42528735632183906
13,Fluminense RJ,29,11,4,14,-8,37,2015,12708,52.35,31,39,0.795,0.42528735632183906
14,Chapecoense,29,9,7,13,-8,34,2015,5150,6.75,25,33,0.758,0.39080459770114945
15,Coritiba FC,29,8,9,12,-9,33,2015,11036,15.85,21,30,0.7,0.3793103448275862
16,Avaí - SC,29,9,6,14,-16,33,2015,6364,9.65,30,46,0.652,0.3793103448275862
17,Goiás,29,8,7,14,-1,31,2015,10525,7.25,29,30,0.967,0.3563218390804598
18,Figueirense - SC,29,8,7,14,-16,31,2015,6898,12.15,28,44,0.636,0.3563218390804598
19,Vasco da Gama,29,7,6,16,-29,27,2015,12132,17.4,19,48,0.396,0.3103448275862069
20,Joinville - SC,29,5,9,15,-16,24,2015,4699,4.6,20,36,0.556,0.27586206896551724
1,Corinthians SP,30,19,7,4,29,64,2015,14680,52.85,53,24,2.208,0.7111111111111111
2,Atlético Mineiro,30,18,5,7,22,59,2015,13224,53.78,53,31,1.71,0.6555555555555556
3,Grêmio Porto Alegre,30,16,7,7,17,55,2015,13992,31.35,43,26,1.654,0.6111111111111112
4,Santos FC,30,13,7,10,13,46,2015,13530,20.03,49,36,1.361,0.5111111111111111
5,São Paulo FC,30,13,7,10,4,46,2015,12738,88.8,36,32,1.125,0.5111111111111111
6,Palmeiras,30,13,6,11,13,45,2015,11524,59.15,50,37,1.351,0.5
7,Flamengo RJ,30,14,2,14,-3,44,2015,14578,34.45,39,42,0.929,0.4888888888888889
8,Internacional,30,12,8,10,-3,44,2015,12628,55.5,31,34,0.912,0.4888888888888889
9,Ponte Preta,30,11,11,8,2,44,2015,7440,7.7,35,33,1.061,0.4888888888888889
10,Sport - PE,30,10,13,7,12,43,2015,6970,20.85,43,31,1.387,0.4777777777777778
11,Fluminense RJ,30,12,4,14,-6,40,2015,12708,52.35,33,39,0.846,0.4444444444444444
12,Athletico Paranaense,30,11,6,13,-3,39,2015,12524,12.5,32,35,0.914,0.43333333333333335
13,Cruzeiro,30,10,8,12,1,38,2015,15328,58.65,31,30,1.033,0.4222222222222222
14,Chapecoense,30,9,8,13,-8,35,2015,5150,6.75,26,34,0.765,0.3888888888888889
15,Figueirense - SC,30,9,7,14,-13,34,2015,6898,12.15,31,44,0.705,0.37777777777777777
16,Coritiba FC,30,8,9,13,-11,33,2015,11036,15.85,22,33,0.667,0.36666666666666664
17,Avaí - SC,30,9,6,15,-19,33,2015,6364,9.65,30,49,0.612,0.36666666666666664
18,Goiás,30,8,7,15,-4,31,2015,10525,7.25,29,33,0.879,0.34444444444444444
19,Vasco da Gama,30,7,7,16,-29,28,2015,12132,17.4,20,49,0.408,0.3111111111111111
20,Joinville - SC,30,6,9,15,-14,27,2015,4699,4.6,23,37,0.622,0.3
1,Corinthians SP,31,20,7,4,32,67,2015,14680,52.85,57,25,2.28,0.7204301075268817
2,Atlético Mineiro,31,18,5,8,19,59,2015,13224,53.78,54,35,1.543,0.6344086021505376
3,Grêmio Porto Alegre,31,16,7,8,16,55,2015,13992,31.35,45,29,1.552,0.5913978494623656
4,Santos FC,31,14,7,10,15,49,2015,13530,20.03,52,37,1.405,0.5268817204301075
5,Palmeiras,31,14,6,11,15,48,2015,11524,59.15,53,38,1.395,0.5161290322580645
6,São Paulo FC,31,13,8,10,4,47,2015,12738,88.8,38,34,1.118,0.5053763440860215
7,Internacional,31,13,8,10,-2,47,2015,12628,55.5,32,34,0.941,0.5053763440860215
8,Ponte Preta,31,12,11,8,5,47,2015,7440,7.7,38,33,1.152,0.5053763440860215
9,Sport - PE,31,11,13,7,15,46,2015,6970,20.85,47,32,1.469,0.4946236559139785
10,Flamengo RJ,31,14,2,15,-4,44,2015,14578,34.45,39,43,0.907,0.4731182795698925
11,Cruzeiro,31,11,8,12,3,41,2015,15328,58.65,33,30,1.1,0.44086021505376344
12,Fluminense RJ,31,12,4,15,-8,40,2015,12708,52.35,33,41,0.805,0.43010752688172044
13,Athletico Paranaense,31,11,6,14,-6,39,2015,12524,12.5,33,39,0.846,0.41935483870967744
14,Chapecoense,31,10,8,13,-7,38,2015,5150,6.75,29,36,0.806,0.40860215053763443
15,Figueirense - SC,31,9,7,15,-14,34,2015,6898,12.15,31,45,0.689,0.3655913978494624
16,Coritiba FC,31,8,9,14,-14,33,2015,11036,15.85,22,36,0.611,0.3548387096774194
17,Avaí - SC,31,9,6,16,-21,33,2015,6364,9.65,31,52,0.596,0.3548387096774194
18,Goiás,31,8,7,16,-6,31,2015,10525,7.25,30,36,0.833,0.3333333333333333
19,Joinville - SC,31,7,9,15,-13,30,2015,4699,4.6,24,37,0.649,0.3225806451612903
20,Vasco da Gama,31,7,8,16,-29,29,2015,12132,17.4,22,51,0.431,0.3118279569892473
1,Corinthians SP,32,21,7,4,33,70,2015,14680,52.85,58,25,2.32,0.7291666666666666
2,Atlético Mineiro,32,19,5,8,20,62,2015,13224,53.78,56,36,1.556,0.6458333333333334
3,Grêmio Porto Alegre,32,16,8,8,16,56,2015,13992,31.35,45,29,1.552,0.5833333333333334
4,Santos FC,32,14,8,10,15,50,2015,13530,20.03,52,37,1.405,0.5208333333333334
5,São Paulo FC,32,14,8,10,5,50,2015,12738,88.8,40,35,1.143,0.5208333333333334
6,Internacional,32,14,8,10,-1,50,2015,12628,55.5,33,34,0.971,0.5208333333333334
7,Sport - PE,32,12,13,7,17,49,2015,6970,20.85,49,32,1.531,0.5104166666666666
8,Palmeiras,32,14,6,12,13,48,2015,11524,59.15,53,40,1.325,0.5
9,Ponte Preta,32,12,11,9,4,47,2015,7440,7.7,39,35,1.114,0.4895833333333333
10,Cruzeiro,32,12,8,12,4,44,2015,15328,58.65,34,30,1.133,0.4583333333333333
11,Flamengo RJ,32,14,2,16,-5,44,2015,14578,34.45,39,44,0.886,0.4583333333333333
12,Athletico Paranaense,32,12,6,14,-5,42,2015,12524,12.5,34,39,0.872,0.4375
13,Fluminense RJ,32,12,4,16,-9,40,2015,12708,52.35,33,42,0.786,0.4166666666666667
14,Chapecoense,32,10,9,13,-7,39,2015,5150,6.75,29,36,0.806,0.40625
15,Figueirense - SC,32,9,8,15,-14,35,2015,6898,12.15,31,45,0.689,0.3645833333333333
16,Avaí - SC,32,9,7,16,-21,34,2015,6364,9.65,31,52,0.596,0.3541666666666667
17,Coritiba FC,32,8,9,15,-15,33,2015,11036,15.85,23,38,0.605,0.34375
18,Goiás,32,8,7,17,-7,31,2015,10525,7.25,30,37,0.811,0.3229166666666667
19,Joinville - SC,32,7,9,16,-14,30,2015,4699,4.6,24,38,0.632,0.3125
20,Vasco da Gama,32,7,9,16,-29,30,2015,12132,17.4,22,51,0.431,0.3125
1,Corinthians SP,33,22,7,4,36,73,2015,14680,52.85,61,25,2.44,0.7373737373737373
2,Atlético Mineiro,33,19,5,9,17,62,2015,13224,53.78,56,39,1.436,0.6262626262626263
3,Grêmio Porto Alegre,33,17,8,8,18,59,2015,13992,31.35,47,29,1.621,0.5959595959595959
4,Santos FC,33,15,8,10,16,53,2015,13530,20.03,54,38,1.421,0.5353535353535354
5,São Paulo FC,33,15,8,10,8,53,2015,12738,88.8,43,35,1.229,0.5353535353535354
6,Internacional,33,14,8,11,-2,50,2015,12628,55.5,34,36,0.944,0.5050505050505051
7,Ponte Preta,33,13,11,9,5,50,2015,7440,7.7,40,35,1.143,0.5050505050505051
8,Sport - PE,33,12,13,8,14,49,2015,6970,20.85,49,35,1.4,0.494949494949495
9,Palmeiras,33,14,6,13,12,48,2015,11524,59.15,54,42,1.286,0.48484848484848486
10,Cruzeiro,33,12,9,12,4,45,2015,15328,58.65,35,31,1.129,0.45454545454545453
11,Flamengo RJ,33,14,2,17,-7,44,2015,14578,34.45,39,46,0.848,0.4444444444444444
12,Fluminense RJ,33,13,4,16,-8,43,2015,12708,52.35,34,42,0.81,0.43434343434343436
13,Athletico Paranaense,33,12,7,14,-5,43,2015,12524,12.5,34,39,0.872,0.43434343434343436
14,Chapecoense,33,10,10,13,-7,40,2015,5150,6.75,29,36,0.806,0.40404040404040403
15,Figueirense - SC,33,9,9,15,-14,36,2015,6898,12.15,32,46,0.696,0.36363636363636365
16,Avaí - SC,33,9,8,16,-21,35,2015,6364,9.65,32,53,0.604,0.35353535353535354
17,Goiás,33,9,7,17,-6,34,2015,10525,7.25,32,38,0.842,0.3434343434343434
18,Coritiba FC,33,8,10,15,-15,34,2015,11036,15.85,24,39,0.615,0.3434343434343434
19,Joinville - SC,33,7,9,17,-15,30,2015,4699,4.6,24,39,0.615,0.30303030303030304
20,Vasco da Gama,33,7,9,17,-30,30,2015,12132,17.4,22,52,0.423,0.30303030303030304
1,Corinthians SP,34,23,7,4,37,76,2015,14680,52.85,63,26,2.423,0.7450980392156863
2,Atlético Mineiro,34,20,5,9,18,65,2015,13224,53.78,57,39,1.462,0.6372549019607843
3,Grêmio Porto Alegre,34,17,8,9,17,59,2015,13992,31.35,47,30,1.567,0.5784313725490197
4,Santos FC,34,15,9,10,16,54,2015,13530,20.03,54,38,1.421,0.5294117647058824
5,São Paulo FC,34,15,8,11,7,53,2015,12738,88.8,44,37,1.189,0.5196078431372549
6,Internacional,34,15,8,11,-1,53,2015,12628,55.5,35,36,0.972,0.5196078431372549
7,Sport - PE,34,13,13,8,15,52,2015,6970,20.85,50,35,1.429,0.5098039215686274
8,Ponte Preta,34,13,11,10,4,50,2015,7440,7.7,40,36,1.111,0.49019607843137253
9,Palmeiras,34,14,6,14,10,48,2015,11524,59.15,54,44,1.227,0.47058823529411764
10,Cruzeiro,34,13,9,12,5,48,2015,15328,58.65,37,32,1.156,0.47058823529411764
11,Flamengo RJ,34,15,2,17,-4,47,2015,14578,34.45,43,47,0.915,0.46078431372549017
12,Athletico Paranaense,34,13,7,14,-4,46,2015,12524,12.5,36,40,0.9,0.45098039215686275
13,Chapecoense,34,11,10,13,-6,43,2015,5150,6.75,32,38,0.842,0.4215686274509804
14,Fluminense RJ,34,13,4,17,-9,43,2015,12708,52.35,36,45,0.8,0.4215686274509804
15,Figueirense - SC,34,9,9,16,-15,36,2015,6898,12.15,32,47,0.681,0.35294117647058826
16,Avaí - SC,34,9,8,17,-22,35,2015,6364,9.65,33,55,0.6,0.3431372549019608
17,Goiás,34,9,7,18,-9,34,2015,10525,7.25,33,42,0.786,0.3333333333333333
18,Coritiba FC,34,8,10,16,-16,34,2015,11036,15.85,25,41,0.61,0.3333333333333333
19,Vasco da Gama,34,8,9,17,-28,33,2015,12132,17.4,24,52,0.462,0.3235294117647059
20,Joinville - SC,34,7,10,17,-15,31,2015,4699,4.6,24,39,0.615,0.30392156862745096
1,Corinthians SP,35,23,8,4,37,77,2015,14680,52.85,64,27,2.37,0.7333333333333333
2,Atlético Mineiro,35,20,5,10,16,65,2015,13224,53.78,59,43,1.372,0.6190476190476191
3,Grêmio Porto Alegre,35,18,8,9,18,62,2015,13992,31.35,48,30,1.6,0.5904761904761905
4,São Paulo FC,35,16,8,11,9,56,2015,12738,88.8,48,39,1.231,0.5333333333333333
5,Santos FC,35,15,10,10,16,55,2015,13530,20.03,54,38,1.421,0.5238095238095238
6,Internacional,35,15,8,12,-2,53,2015,12628,55.5,35,37,0.946,0.5047619047619047
7,Sport - PE,35,13,13,9,12,52,2015,6970,20.85,50,38,1.316,0.49523809523809526
8,Cruzeiro,35,14,9,12,8,51,2015,15328,58.65,40,32,1.25,0.4857142857142857
9,Ponte Preta,35,13,11,11,3,50,2015,7440,7.7,40,37,1.081,0.47619047619047616
10,Palmeiras,35,14,7,14,10,49,2015,11524,59.15,57,47,1.213,0.4666666666666667
11,Flamengo RJ,35,15,3,17,-4,48,2015,14578,34.45,43,47,0.915,0.45714285714285713
12,Athletico Paranaense,35,13,8,14,-4,47,2015,12524,12.5,39,43,0.907,0.44761904761904764
13,Chapecoense,35,12,10,13,-5,46,2015,5150,6.75,33,38,0.868,0.4380952380952381
14,Fluminense RJ,35,13,4,18,-10,43,2015,12708,52.35,36,46,0.783,0.4095238095238095
15,Figueirense - SC,35,10,9,16,-14,39,2015,6898,12.15,33,47,0.702,0.37142857142857144
16,Avaí - SC,35,10,8,17,-21,38,2015,6364,9.65,35,56,0.625,0.3619047619047619
17,Coritiba FC,35,9,10,16,-14,37,2015,11036,15.85,28,42,0.667,0.3523809523809524
18,Goiás,35,9,7,19,-11,34,2015,10525,7.25,34,45,0.756,0.3238095238095238
19,Vasco da Gama,35,8,10,17,-28,34,2015,12132,17.4,25,53,0.472,0.3238095238095238
20,Joinville - SC,35,7,10,18,-16,31,2015,4699,4.6,25,41,0.61,0.29523809523809524
1,Corinthians SP,36,24,8,4,42,80,2015,14680,52.85,70,28,2.5,0.7407407407407407
2,Atlético Mineiro,36,20,6,10,16,66,2015,13224,53.78,61,45,1.356,0.6111111111111112
3,Grêmio Porto Alegre,36,18,8,10,17,62,2015,13992,31.35,48,31,1.548,0.5740740740740741
4,São Paulo FC,36,16,8,12,4,56,2015,12738,88.8,49,45,1.089,0.5185185185185185
5,Internacional,36,16,8,12,-1,56,2015,12628,55.5,36,37,0.973,0.5185185185185185
6,Santos FC,36,15,10,11,15,55,2015,13530,20.03,54,39,1.385,0.5092592592592593
7,Sport - PE,36,13,14,9,12,53,2015,6970,20.85,50,38,1.316,0.49074074074074076
8,Cruzeiro,36,14,10,12,8,52,2015,15328,58.65,41,33,1.242,0.48148148148148145
9,Ponte Preta,36,13,12,11,3,51,2015,7440,7.7,41,38,1.079,0.4722222222222222
10,Palmeiras,36,14,8,14,10,50,2015,11524,59.15,58,48,1.208,0.46296296296296297
11,Flamengo RJ,36,15,4,17,-4,49,2015,14578,34.45,44,48,0.917,0.4537037037037037
12,Athletico Paranaense,36,13,9,14,-4,48,2015,12524,12.5,39,43,0.907,0.4444444444444444
13,Chapecoense,36,12,11,13,-5,47,2015,5150,6.75,33,38,0.868,0.4351851851851852
14,Fluminense RJ,36,14,4,18,-8,46,2015,12708,52.35,39,47,0.83,0.42592592592592593
15,Coritiba FC,36,10,10,16,-13,40,2015,11036,15.85,29,42,0.69,0.37037037037037035
16,Figueirense - SC,36,10,10,16,-14,40,2015,6898,12.15,33,47,0.702,0.37037037037037035
17,Avaí - SC,36,10,8,18,-23,38,2015,6364,9.65,36,59,0.61,0.35185185185185186
18,Vasco da Gama,36,9,10,17,-27,37,2015,12132,17.4,27,54,0.5,0.3425925925925926
19,Goiás,36,9,8,19,-11,35,2015,10525,7.25,36,47,0.766,0.32407407407407407
20,Joinville - SC,36,7,10,19,-17,31,2015,4699,4.6,26,43,0.605,0.28703703703703703
1,Corinthians SP,37,24,8,5,40,80,2015,14680,52.85,70,30,2.333,0.7207207207207207
2,Atlético Mineiro,37,20,6,11,15,66,2015,13224,53.78,62,47,1.319,0.5945945945945946
3,Grêmio Porto Alegre,37,19,8,10,18,65,2015,13992,31.35,50,32,1.562,0.5855855855855856
4,São Paulo FC,37,17,8,12,5,59,2015,12738,88.8,52,47,1.106,0.5315315315315315
5,Internacional,37,16,9,12,-1,57,2015,12628,55.5,37,38,0.974,0.5135135135135135
6,Sport - PE,37,14,14,9,14,56,2015,6970,20.85,52,38,1.368,0.5045045045045045
7,Santos FC,37,15,10,12,14,55,2015,13530,20.03,54,40,1.35,0.4954954954954955
8,Cruzeiro,37,15,10,12,11,55,2015,15328,58.65,44,33,1.333,0.4954954954954955
9,Athletico Paranaense,37,14,9,14,-1,51,2015,12524,12.5,42,43,0.977,0.4594594594594595
10,Ponte Preta,37,13,12,12,2,51,2015,7440,7.7,41,39,1.051,0.4594594594594595
11,Palmeiras,37,14,8,15,8,50,2015,11524,59.15,58,50,1.16,0.45045045045045046
12,Flamengo RJ,37,15,4,18,-7,49,2015,14578,34.45,44,51,0.863,0.44144144144144143
13,Chapecoense,37,12,11,14,-7,47,2015,5150,6.75,34,41,0.829,0.42342342342342343
14,Fluminense RJ,37,14,5,18,-8,47,2015,12708,52.35,40,48,0.833,0.42342342342342343
15,Coritiba FC,37,11,10,16,-11,43,2015,11036,15.85,31,42,0.738,0.38738738738738737
16,Avaí - SC,37,11,8,18,-22,41,2015,6364,9.65,37,59,0.627,0.36936936936936937
17,Figueirense - SC,37,10,10,17,-15,40,2015,6898,12.15,35,50,0.7,0.36036036036036034
18,Vasco da Gama,37,10,10,17,-26,40,2015,12132,17.4,28,54,0.519,0.36036036036036034
19,Goiás,37,10,8,19,-9,38,2015,10525,7.25,39,48,0.812,0.34234234234234234
20,Joinville - SC,37,7,10,20,-20,31,2015,4699,4.6,26,46,0.565,0.27927927927927926
1,Corinthians SP,38,24,9,5,40,81,2015,14680,52.85,71,31,2.29,0.7105263157894737
2,Atlético Mineiro,38,21,6,11,18,69,2015,13224,53.78,65,47,1.383,0.6052631578947368
3,Grêmio Porto Alegre,38,20,8,10,20,68,2015,13992,31.35,52,32,1.625,0.5964912280701754
4,São Paulo FC,38,18,8,12,6,62,2015,12738,88.8,53,47,1.128,0.543859649122807
5,Internacional,38,17,9,12,1,60,2015,12628,55.5,39,38,1.026,0.5263157894736842
6,Sport - PE,38,15,14,9,15,59,2015,6970,20.85,53,38,1.395,0.5175438596491229
7,Santos FC,38,16,10,12,18,58,2015,13530,20.03,59,41,1.439,0.5087719298245614
8,Cruzeiro,38,15,10,13,9,55,2015,15328,58.65,44,35,1.257,0.4824561403508772
9,Palmeiras,38,15,8,15,9,53,2015,11524,59.15,60,51,1.176,0.4649122807017544
10,Athletico Paranaense,38,14,9,15,-5,51,2015,12524,12.5,43,48,0.896,0.4473684210526316
11,Ponte Preta,38,13,12,13,1,51,2015,7440,7.7,41,40,1.025,0.4473684210526316
12,Flamengo RJ,38,15,4,19,-8,49,2015,14578,34.45,45,53,0.849,0.4298245614035088
13,Fluminense RJ,38,14,5,19,-9,47,2015,12708,52.35,40,49,0.816,0.41228070175438597
14,Chapecoense,38,12,11,15,-10,47,2015,5150,6.75,34,44,0.773,0.41228070175438597
15,Coritiba FC,38,11,11,16,-11,44,2015,11036,15.85,31,42,0.738,0.38596491228070173
16,Figueirense - SC,38,11,10,17,-14,43,2015,6898,12.15,36,50,0.72,0.37719298245614036
17,Avaí - SC,38,11,9,18,-22,42,2015,6364,9.65,38,60,0.633,0.3684210526315789
18,Vasco da Gama,38,10,11,17,-26,41,2015,12132,17.4,28,54,0.519,0.35964912280701755
19,Goiás,38,10,8,20,-10,38,2015,10525,7.25,39,49,0.796,0.3333333333333333
20,Joinville - SC,38,7,10,21,-22,31,2015,4699,4.6,26,48,0.542,0.2719298245614035
1,Palmeiras,1,1,0,0,4,3,2016,13056,69.95,4,0,1.0,1.0
2,Santa Cruz - PE,1,1,0,0,3,3,2016,4310,10.65,4,1,4.0,1.0
3,Coritiba FC,1,1,0,0,1,3,2016,10686,19.6,1,0,1.0,1.0
4,Flamengo RJ,1,1,0,0,1,3,2016,13288,55.55,1,0,1.0,1.0
5,Fluminense RJ,1,1,0,0,1,3,2016,12682,53.85,1,0,1.0,1.0
6,São Paulo FC,1,1,0,0,1,3,2016,13374,62.95,1,0,1.0,1.0
7,Atlético Mineiro,1,1,0,0,-2,3,2016,13244,62.55,1,3,0.333,1.0
8,Corinthians SP,1,0,1,0,0,1,2016,14664,48.2,0,0,1.0,0.3333333333333333
9,Figueirense - SC,1,0,1,0,0,1,2016,9012,20.95,0,0,1.0,0.3333333333333333
10,Internacional,1,0,1,0,0,1,2016,13000,43.6,0,0,1.0,0.3333333333333333
11,Chapecoense,1,0,1,0,-3,1,2016,6336,35.2,0,3,0.0,0.3333333333333333
12,Ponte Preta,1,0,1,0,0,1,2016,8080,28.15,0,0,1.0,0.3333333333333333
13,Grêmio Porto Alegre,1,0,1,0,0,1,2016,14210,54.53,0,0,1.0,0.3333333333333333
14,América - MG,1,0,0,1,-1,0,2016,5202,30.15,0,1,0.0,0.0
15,Botafogo - RJ,1,0,0,1,-1,0,2016,10932,12.65,0,1,0.0,0.0
16,Cruzeiro,1,0,0,1,-1,0,2016,14064,54.85,0,1,0.0,0.0
17,Santos FC,1,0,0,1,-1,0,2016,13936,36.0,0,1,0.0,0.0
18,Sport - PE,1,0,0,1,-1,0,2016,7928,42.5,0,1,0.0,0.0
19,Vitória - BA,1,0,0,1,-3,0,2016,7166,23.45,1,4,0.25,0.0
20,Athletico Paranaense,1,0,0,1,-4,0,2016,11218,40.73,0,4,0.0,0.0
1,Santa Cruz - PE,2,1,1,0,3,4,2016,4310,10.65,6,3,2.0,0.6666666666666666
2,Fluminense RJ,2,1,1,0,1,4,2016,12682,53.85,3,2,1.5,0.6666666666666666
3,Internacional,2,1,1,0,1,4,2016,13000,43.6,2,1,2.0,0.6666666666666666
4,Chapecoense,2,1,1,0,-1,4,2016,6336,35.2,3,4,0.75,0.6666666666666666
5,Atlético Mineiro,2,1,1,0,-2,4,2016,13244,62.55,2,4,0.5,0.6666666666666666
6,Ponte Preta,2,1,1,0,1,4,2016,8080,28.15,2,1,2.0,0.6666666666666666
7,Grêmio Porto Alegre,2,1,1,0,1,4,2016,14210,54.53,1,0,1.0,0.6666666666666666
8,Palmeiras,2,1,0,1,3,3,2016,13056,69.95,5,2,2.5,0.5
9,Coritiba FC,2,1,0,1,0,3,2016,10686,19.6,2,2,1.0,0.5
10,Santos FC,2,1,0,1,0,3,2016,13936,36.0,2,2,1.0,0.5
11,São Paulo FC,2,1,0,1,0,3,2016,13374,62.95,2,2,1.0,0.5
12,Flamengo RJ,2,1,0,1,0,3,2016,13288,55.55,1,1,1.0,0.5
13,Vitória - BA,2,1,0,1,-2,3,2016,7166,23.45,4,6,0.667,0.5
14,Figueirense - SC,2,0,2,0,0,2,2016,9012,20.95,2,2,1.0,0.3333333333333333
15,Corinthians SP,2,0,1,1,-1,1,2016,14664,48.2,2,3,0.667,0.16666666666666666
16,Cruzeiro,2,0,1,1,-1,1,2016,14064,54.85,2,3,0.667,0.16666666666666666
17,Botafogo - RJ,2,0,1,1,-1,1,2016,10932,12.65,1,2,0.5,0.16666666666666666
18,Sport - PE,2,0,1,1,-1,1,2016,7928,42.5,1,2,0.5,0.16666666666666666
19,Athletico Paranaense,2,0,1,1,-4,1,2016,11218,40.73,1,5,0.2,0.16666666666666666
20,América - MG,2,0,0,2,-3,0,2016,5202,30.15,1,4,0.25,0.0
1,Santa Cruz - PE,3,2,1,0,6,7,2016,4310,10.65,10,4,2.5,0.7777777777777778
2,Internacional,3,2,1,0,2,7,2016,13000,43.6,3,1,3.0,0.7777777777777778
3,Grêmio Porto Alegre,3,2,1,0,4,7,2016,14210,54.53,4,0,1.0,0.7777777777777778
4,Palmeiras,3,2,0,1,5,6,2016,13056,69.95,7,2,3.5,0.6666666666666666
5,Chapecoense,3,1,2,0,-1,5,2016,6336,35.2,5,6,0.833,0.5555555555555556
6,Corinthians SP,3,1,1,1,2,4,2016,14664,48.2,5,3,1.667,0.4444444444444444
7,Santos FC,3,1,1,1,0,4,2016,13936,36.0,4,4,1.0,0.4444444444444444
8,Botafogo - RJ,3,1,1,1,0,4,2016,10932,12.65,3,3,1.0,0.4444444444444444
9,Coritiba FC,3,1,1,1,0,4,2016,10686,19.6,3,3,1.0,0.4444444444444444
10,Flamengo RJ,3,1,1,1,0,4,2016,13288,55.55,3,3,1.0,0.4444444444444444
11,São Paulo FC,3,1,1,1,0,4,2016,13374,62.95,3,3,1.0,0.4444444444444444
12,Fluminense RJ,3,1,1,1,-1,4,2016,12682,53.85,3,4,0.75,0.4444444444444444
13,Vitória - BA,3,1,1,1,-2,4,2016,7166,23.45,5,7,0.714,0.4444444444444444
14,Atlético Mineiro,3,1,1,1,-5,4,2016,13244,62.55,2,7,0.286,0.4444444444444444
15,Ponte Preta,3,1,1,1,-2,4,2016,8080,28.15,2,4,0.5,0.4444444444444444
16,Figueirense - SC,3,0,3,0,0,3,2016,9012,20.95,4,4,1.0,0.3333333333333333
17,Sport - PE,3,0,1,2,-2,1,2016,7928,42.5,1,3,0.333,0.1111111111111111
18,América - MG,3,0,1,2,-3,1,2016,5202,30.15,2,5,0.4,0.1111111111111111
19,Cruzeiro,3,0,1,2,-4,1,2016,14064,54.85,3,7,0.429,0.1111111111111111
20,Athletico Paranaense,3,0,1,2,-5,1,2016,11218,40.73,2,7,0.286,0.1111111111111111
1,Internacional,4,3,1,0,3,10,2016,13000,43.6,4,1,4.0,0.8333333333333334
2,Grêmio Porto Alegre,4,3,1,0,6,10,2016,14210,54.53,6,0,1.0,0.8333333333333334
3,Santa Cruz - PE,4,2,2,0,6,8,2016,4310,10.65,11,5,2.2,0.6666666666666666
4,Corinthians SP,4,2,1,1,4,7,2016,14664,48.2,7,3,2.333,0.5833333333333334
5,Flamengo RJ,4,2,1,1,1,7,2016,13288,55.55,5,4,1.25,0.5833333333333334
6,São Paulo FC,4,2,1,1,1,7,2016,13374,62.95,4,3,1.333,0.5833333333333334
7,Fluminense RJ,4,2,1,1,0,7,2016,12682,53.85,4,4,1.0,0.5833333333333334
8,Palmeiras,4,2,0,2,4,6,2016,13056,69.95,7,3,2.333,0.5
9,Chapecoense,4,1,3,0,-1,6,2016,6336,35.2,6,7,0.857,0.5
10,Vitória - BA,4,1,2,1,-2,5,2016,7166,23.45,6,8,0.75,0.4166666666666667
11,Atlético Mineiro,4,1,2,1,-5,5,2016,13244,62.55,3,8,0.375,0.4166666666666667
12,Santos FC,4,1,1,2,-1,4,2016,13936,36.0,4,5,0.8,0.3333333333333333
13,Botafogo - RJ,4,1,1,2,-1,4,2016,10932,12.65,3,4,0.75,0.3333333333333333
14,Coritiba FC,4,1,1,2,-2,4,2016,10686,19.6,3,5,0.6,0.3333333333333333
15,Athletico Paranaense,4,1,1,2,-4,4,2016,11218,40.73,4,8,0.5,0.3333333333333333
